"method","arm","level","sample_size","effect_size","truth","predicted","n"
"mrpc","truth","model",150,"large","M1","M2",1
"mrpc","truth","model",150,"large","M2","M2",16
"mrpc","truth","model",150,"large","M3","M2",0
"mrpc","truth","model",150,"large","M4","M2",0
"mrpc","truth","model",150,"large","M0","M3",0
"mrpc","truth","model",150,"large","M1","M3",0
"mrpc","truth","model",150,"large","M2","M3",0
"mrpc","truth","model",150,"large","M3","M3",16
"mrpc","truth","model",150,"large","M4","M3",0
"mrpc","truth","model",150,"large","M0","M4",0
"mrpc","truth","model",150,"large","M1","M4",0
"mrpc","truth","model",150,"large","M2","M4",0
"mrpc","truth","model",150,"large","M3","M4",0
"mrpc","truth","model",150,"large","M4","M4",1
"mrpc","truth","model",150,"large","M0","Other",2
"mrpc","truth","model",150,"large","M1","Other",10
"mrpc","truth","model",150,"large","M2","Other",4
"mrpc","truth","model",150,"large","M3","Other",1
"mrpc","truth","model",150,"large","M4","Other",6
"mrpc","truth","model",150,"large","M0","Failed",0
"mrpc","truth","model",150,"large","M1","Failed",0
"mrpc","truth","model",150,"large","M2","Failed",0
"mrpc","truth","model",150,"large","M3","Failed",0
"mrpc","truth","model",150,"large","M4","Failed",0
"mrpc","truth","edge",150,"large","M0","T1 - T2 Edge Absent",18
"mrpc","truth","edge",150,"large","M1","T1 - T2 Edge Absent",0
"mrpc","truth","edge",150,"large","M2","T1 - T2 Edge Absent",0
"mrpc","truth","edge",150,"large","M3","T1 - T2 Edge Absent",19
"mrpc","truth","edge",150,"large","M4","T1 - T2 Edge Absent",0
"mrpc","truth","edge",150,"large","M0","T1 - T2 Edge Present",0
"mrpc","truth","edge",150,"large","M1","T1 - T2 Edge Present",10
"mrpc","truth","edge",150,"large","M2","T1 - T2 Edge Present",16
"mrpc","truth","edge",150,"large","M3","T1 - T2 Edge Present",0
"mrpc","truth","edge",150,"large","M4","T1 - T2 Edge Present",14
"mrpc","truth","edge",150,"large","M0","Other",2
"mrpc","truth","edge",150,"large","M1","Other",10
"mrpc","truth","edge",150,"large","M2","Other",4
"mrpc","truth","edge",150,"large","M3","Other",1
"mrpc","truth","edge",150,"large","M4","Other",6
"mrpc","truth","edge",150,"large","M0","Failed",0
"mrpc","truth","edge",150,"large","M1","Failed",0
"mrpc","truth","edge",150,"large","M2","Failed",0
"mrpc","truth","edge",150,"large","M3","Failed",0
"mrpc","truth","edge",150,"large","M4","Failed",0
"mrpc","truth","model",300,"all","M0","M0",27
"mrpc","truth","model",300,"all","M1","M0",2
"mrpc","truth","model",300,"all","M2","M0",3
"mrpc","truth","model",300,"all","M3","M0",1
"mrpc","truth","model",300,"all","M4","M0",3
"mrpc","truth","model",300,"all","M0","M1",0
"mrpc","truth","model",300,"all","M1","M1",4
"mrpc","truth","model",300,"all","M2","M1",0
"mrpc","truth","model",300,"all","M3","M1",0
"mrpc","truth","model",300,"all","M4","M1",18
"mrpc","truth","model",300,"all","M0","M2",0
"mrpc","truth","model",300,"all","M1","M2",12
"mrpc","truth","model",300,"all","M2","M2",14
"mrpc","truth","model",300,"all","M3","M2",0
"mrpc","truth","model",300,"all","M4","M2",0
"mrpc","truth","model",300,"all","M0","M3",0
"mrpc","truth","model",300,"all","M1","M3",1
"mrpc","truth","model",300,"all","M2","M3",0
"mrpc","truth","model",300,"all","M3","M3",24
"mrpc","truth","model",300,"all","M4","M3",1
"mrpc","truth","model",300,"all","M0","M4",0
"mrpc","truth","model",300,"all","M1","M4",2
"mrpc","truth","model",300,"all","M2","M4",0
"mrpc","truth","model",300,"all","M3","M4",0
"mrpc","truth","model",300,"all","M4","M4",7
"mrpc","truth","model",300,"all","M0","Other",19
"mrpc","truth","model",300,"all","M1","Other",17
"mrpc","truth","model",300,"all","M2","Other",16
"mrpc","truth","model",300,"all","M3","Other",15
"mrpc","truth","model",300,"all","M4","Other",11
"mrpc","truth","model",300,"all","M0","Failed",14
"mrpc","truth","model",300,"all","M1","Failed",22
"mrpc","truth","model",300,"all","M2","Failed",27
"mrpc","truth","model",300,"all","M3","Failed",20
"mrpc","truth","model",300,"all","M4","Failed",20
"mrpc","truth","edge",300,"all","M0","T1 - T2 Edge Absent",27
"mrpc","truth","edge",300,"all","M1","T1 - T2 Edge Absent",3
"mrpc","truth","edge",300,"all","M2","T1 - T2 Edge Absent",3
"mrpc","truth","edge",300,"all","M3","T1 - T2 Edge Absent",25
"mrpc","truth","edge",300,"all","M4","T1 - T2 Edge Absent",4
"mrpc","truth","edge",300,"all","M0","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"all","M1","T1 - T2 Edge Present",18
"mrpc","truth","edge",300,"all","M2","T1 - T2 Edge Present",14
"mrpc","truth","edge",300,"all","M3","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"all","M4","T1 - T2 Edge Present",25
"mrpc","truth","edge",300,"all","M0","Other",19
"mrpc","truth","edge",300,"all","M1","Other",17
"mrpc","truth","edge",300,"all","M2","Other",16
"mrpc","truth","edge",300,"all","M3","Other",15
"mrpc","truth","edge",300,"all","M4","Other",11
"mrpc","truth","edge",300,"all","M0","Failed",14
"mrpc","truth","edge",300,"all","M1","Failed",22
"mrpc","truth","edge",300,"all","M2","Failed",27
"mrpc","truth","edge",300,"all","M3","Failed",20
"mrpc","truth","edge",300,"all","M4","Failed",20
"mrpc","truth","model",300,"small","M0","M0",4
"mrpc","truth","model",300,"small","M1","M0",1
"mrpc","truth","model",300,"small","M2","M0",0
"mrpc","truth","model",300,"small","M3","M0",0
"mrpc","truth","model",300,"small","M4","M0",2
"mrpc","truth","model",300,"small","M0","M1",0
"mrpc","truth","model",300,"small","M1","M1",0
"mrpc","truth","model",300,"small","M2","M1",0
"mrpc","truth","model",300,"small","M3","M1",0
"mrpc","truth","model",300,"small","M4","M1",1
"mrpc","truth","model",300,"small","M0","M2",0
"mrpc","truth","model",300,"small","M1","M2",0
"mrpc","truth","model",300,"small","M2","M2",1
"mrpc","truth","model",300,"small","M3","M2",0
"mrpc","truth","model",300,"small","M4","M2",0
"mrpc","truth","model",300,"small","M0","M3",0
"mrpc","truth","model",300,"small","M1","M3",0
"mrpc","truth","model",300,"small","M2","M3",0
"mrpc","truth","model",300,"small","M3","M3",2
"mrpc","truth","model",300,"small","M4","M3",1
"mrpc","truth","model",300,"small","M0","M4",0
"mrpc","truth","model",300,"small","M1","M4",0
"mrpc","truth","model",300,"small","M2","M4",0
"mrpc","truth","model",300,"small","M3","M4",0
"mrpc","truth","model",300,"small","M4","M4",0
"mrpc","truth","model",300,"small","M0","Other",9
"mrpc","truth","model",300,"small","M1","Other",15
"mrpc","truth","model",300,"small","M2","Other",11
"mrpc","truth","model",300,"small","M3","Other",12
"mrpc","truth","model",300,"small","M4","Other",10
"mrpc","truth","model",300,"small","M0","Failed",7
"mrpc","truth","model",300,"small","M1","Failed",4
"mrpc","truth","model",300,"small","M2","Failed",8
"mrpc","truth","model",300,"small","M3","Failed",6
"mrpc","truth","model",300,"small","M4","Failed",6
"mrpc","truth","edge",300,"small","M0","T1 - T2 Edge Absent",4
"mrpc","truth","edge",300,"small","M1","T1 - T2 Edge Absent",1
"mrpc","truth","edge",300,"small","M2","T1 - T2 Edge Absent",0
"mrpc","truth","edge",300,"small","M3","T1 - T2 Edge Absent",2
"mrpc","truth","edge",300,"small","M4","T1 - T2 Edge Absent",3
"mrpc","truth","edge",300,"small","M0","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"small","M1","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"small","M2","T1 - T2 Edge Present",1
"mrpc","truth","edge",300,"small","M3","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"small","M4","T1 - T2 Edge Present",1
"mrpc","truth","edge",300,"small","M0","Other",9
"mrpc","truth","edge",300,"small","M1","Other",15
"mrpc","truth","edge",300,"small","M2","Other",11
"mrpc","truth","edge",300,"small","M3","Other",12
"mrpc","truth","edge",300,"small","M4","Other",10
"mrpc","truth","edge",300,"small","M0","Failed",7
"mrpc","truth","edge",300,"small","M1","Failed",4
"mrpc","truth","edge",300,"small","M2","Failed",8
"mrpc","truth","edge",300,"small","M3","Failed",6
"mrpc","truth","edge",300,"small","M4","Failed",6
"mrpc","truth","model",300,"medium","M0","M0",10
"mrpc","truth","model",300,"medium","M1","M0",1
"mrpc","truth","model",300,"medium","M2","M0",3
"mrpc","truth","model",300,"medium","M3","M0",1
"mrpc","truth","model",300,"medium","M4","M0",1
"mrpc","truth","model",300,"medium","M0","M1",0
"mrpc","truth","model",300,"medium","M1","M1",1
"mrpc","truth","model",300,"medium","M2","M1",0
"mrpc","truth","model",300,"medium","M3","M1",0
"mrpc","truth","model",300,"medium","M4","M1",2
"mrpc","truth","model",300,"medium","M0","M2",0
"mrpc","truth","model",300,"medium","M1","M2",4
"mrpc","truth","model",300,"medium","M2","M2",2
"mrpc","truth","model",300,"medium","M3","M2",0
"mrpc","truth","model",300,"medium","M4","M2",0
"mrpc","truth","model",300,"medium","M0","M3",0
"mrpc","truth","model",300,"medium","M1","M3",1
"mrpc","truth","model",300,"medium","M2","M3",0
"mrpc","truth","model",300,"medium","M3","M3",7
"mrpc","truth","model",300,"medium","M4","M3",0
"mrpc","truth","model",300,"medium","M0","M4",0
"mrpc","truth","model",300,"medium","M1","M4",1
"mrpc","truth","model",300,"medium","M2","M4",0
"mrpc","truth","model",300,"medium","M3","M4",0
"mrpc","truth","model",300,"medium","M4","M4",7
"mrpc","truth","model",300,"medium","M0","Other",8
"mrpc","truth","model",300,"medium","M1","Other",0
"mrpc","truth","model",300,"medium","M2","Other",4
"mrpc","truth","model",300,"medium","M3","Other",2
"mrpc","truth","model",300,"medium","M4","Other",1
"mrpc","truth","model",300,"medium","M0","Failed",2
"mrpc","truth","model",300,"medium","M1","Failed",12
"mrpc","truth","model",300,"medium","M2","Failed",11
"mrpc","truth","model",300,"medium","M3","Failed",10
"mrpc","truth","model",300,"medium","M4","Failed",9
"mrpc","truth","edge",300,"medium","M0","T1 - T2 Edge Absent",10
"mrpc","truth","edge",300,"medium","M1","T1 - T2 Edge Absent",2
"mrpc","truth","edge",300,"medium","M2","T1 - T2 Edge Absent",3
"mrpc","truth","edge",300,"medium","M3","T1 - T2 Edge Absent",8
"mrpc","truth","edge",300,"medium","M4","T1 - T2 Edge Absent",1
"mrpc","truth","edge",300,"medium","M0","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"medium","M1","T1 - T2 Edge Present",6
"mrpc","truth","edge",300,"medium","M2","T1 - T2 Edge Present",2
"mrpc","truth","edge",300,"medium","M3","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"medium","M4","T1 - T2 Edge Present",9
"mrpc","truth","edge",300,"medium","M0","Other",8
"mrpc","truth","edge",300,"medium","M1","Other",0
"mrpc","truth","edge",300,"medium","M2","Other",4
"mrpc","truth","edge",300,"medium","M3","Other",2
"mrpc","truth","edge",300,"medium","M4","Other",1
"mrpc","truth","edge",300,"medium","M0","Failed",2
"mrpc","truth","edge",300,"medium","M1","Failed",12
"mrpc","truth","edge",300,"medium","M2","Failed",11
"mrpc","truth","edge",300,"medium","M3","Failed",10
"mrpc","truth","edge",300,"medium","M4","Failed",9
"mrpc","truth","model",300,"large","M0","M0",13
"mrpc","truth","model",300,"large","M1","M0",0
"mrpc","truth","model",300,"large","M2","M0",0
"mrpc","truth","model",300,"large","M3","M0",0
"mrpc","truth","model",300,"large","M4","M0",0
"mrpc","truth","model",300,"large","M0","M1",0
"mrpc","truth","model",300,"large","M1","M1",3
"mrpc","truth","model",300,"large","M2","M1",0
"mrpc","truth","model",300,"large","M3","M1",0
"mrpc","truth","model",300,"large","M4","M1",15
"mrpc","truth","model",300,"large","M0","M2",0
"mrpc","truth","model",300,"large","M1","M2",8
"mrpc","truth","model",300,"large","M2","M2",11
"mrpc","truth","model",300,"large","M3","M2",0
"mrpc","truth","model",300,"large","M4","M2",0
"mrpc","truth","model",300,"large","M0","M3",0
"mrpc","truth","model",300,"large","M1","M3",0
"mrpc","truth","model",300,"large","M2","M3",0
"mrpc","truth","model",300,"large","M3","M3",15
"mrpc","truth","model",300,"large","M4","M3",0
"mrpc","truth","model",300,"large","M0","M4",0
"mrpc","truth","model",300,"large","M1","M4",1
"mrpc","truth","model",300,"large","M2","M4",0
"mrpc","truth","model",300,"large","M3","M4",0
"mrpc","truth","model",300,"large","M4","M4",0
"mrpc","truth","model",300,"large","M0","Other",2
"mrpc","truth","model",300,"large","M1","Other",2
"mrpc","truth","model",300,"large","M2","Other",1
"mrpc","truth","model",300,"large","M3","Other",1
"mrpc","truth","model",300,"large","M4","Other",0
"mrpc","truth","model",300,"large","M0","Failed",5
"mrpc","truth","model",300,"large","M1","Failed",6
"mrpc","truth","model",300,"large","M2","Failed",8
"mrpc","truth","model",300,"large","M3","Failed",4
"mrpc","truth","model",300,"large","M4","Failed",5
"mrpc","truth","edge",300,"large","M0","T1 - T2 Edge Absent",13
"mrpc","truth","edge",300,"large","M1","T1 - T2 Edge Absent",0
"mrpc","truth","edge",300,"large","M2","T1 - T2 Edge Absent",0
"mrpc","truth","edge",300,"large","M3","T1 - T2 Edge Absent",15
"mrpc","truth","edge",300,"large","M4","T1 - T2 Edge Absent",0
"mrpc","truth","edge",300,"large","M0","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"large","M1","T1 - T2 Edge Present",12
"mrpc","truth","edge",300,"large","M2","T1 - T2 Edge Present",11
"mrpc","truth","edge",300,"large","M3","T1 - T2 Edge Present",0
"mrpc","truth","edge",300,"large","M4","T1 - T2 Edge Present",15
"mrpc","truth","edge",300,"large","M0","Other",2
"mrpc","truth","edge",300,"large","M1","Other",2
"mrpc","truth","edge",300,"large","M2","Other",1
"mrpc","truth","edge",300,"large","M3","Other",1
"mrpc","truth","edge",300,"large","M4","Other",0
"mrpc","truth","edge",300,"large","M0","Failed",5
"mrpc","truth","edge",300,"large","M1","Failed",6
"mrpc","truth","edge",300,"large","M2","Failed",8
"mrpc","truth","edge",300,"large","M3","Failed",4
"mrpc","truth","edge",300,"large","M4","Failed",5
"mrpc","CSq","model",50,"all","M0","M0",14
"mrpc","CSq","model",50,"all","M1","M0",4
"mrpc","CSq","model",50,"all","M2","M0",7
"mrpc","CSq","model",50,"all","M3","M0",8
"mrpc","CSq","model",50,"all","M4","M0",6
"mrpc","CSq","model",50,"all","M0","M1",0
"mrpc","CSq","model",50,"all","M1","M1",13
"mrpc","CSq","model",50,"all","M2","M1",5
"mrpc","CSq","model",50,"all","M3","M1",0
"mrpc","CSq","model",50,"all","M4","M1",12
"mrpc","CSq","model",50,"all","M0","M2",0
"mrpc","CSq","model",50,"all","M1","M2",0
"mrpc","CSq","model",50,"all","M2","M2",6
"mrpc","CSq","model",50,"all","M3","M2",0
"mrpc","CSq","model",50,"all","M4","M2",1
"mrpc","CSq","model",50,"all","M0","M3",0
"mrpc","CSq","model",50,"all","M1","M3",0
"mrpc","CSq","model",50,"all","M2","M3",0
"mrpc","CSq","model",50,"all","M3","M3",10
"mrpc","CSq","model",50,"all","M4","M3",0
"mrpc","CSq","model",50,"all","M0","M4",0
"mrpc","CSq","model",50,"all","M1","M4",0
"mrpc","CSq","model",50,"all","M2","M4",0
"mrpc","CSq","model",50,"all","M3","M4",0
"mrpc","CSq","model",50,"all","M4","M4",0
"mrpc","CSq","model",50,"all","M0","Other",46
"mrpc","CSq","model",50,"all","M1","Other",43
"mrpc","CSq","model",50,"all","M2","Other",42
"mrpc","CSq","model",50,"all","M3","Other",42
"mrpc","CSq","model",50,"all","M4","Other",41
"mrpc","CSq","model",50,"all","M0","Failed",0
"mrpc","CSq","model",50,"all","M1","Failed",0
"mrpc","CSq","model",50,"all","M2","Failed",0
"mrpc","CSq","model",50,"all","M3","Failed",0
"mrpc","CSq","model",50,"all","M4","Failed",0
"mrpc","CSq","edge",50,"all","M0","T1 - T2 Edge Absent",14
"mrpc","CSq","edge",50,"all","M1","T1 - T2 Edge Absent",4
"mrpc","CSq","edge",50,"all","M2","T1 - T2 Edge Absent",7
"mrpc","CSq","edge",50,"all","M3","T1 - T2 Edge Absent",18
"mrpc","CSq","edge",50,"all","M4","T1 - T2 Edge Absent",6
"mrpc","CSq","edge",50,"all","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"all","M1","T1 - T2 Edge Present",13
"mrpc","CSq","edge",50,"all","M2","T1 - T2 Edge Present",11
"mrpc","CSq","edge",50,"all","M3","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"all","M4","T1 - T2 Edge Present",13
"mrpc","CSq","edge",50,"all","M0","Other",46
"mrpc","CSq","edge",50,"all","M1","Other",43
"mrpc","CSq","edge",50,"all","M2","Other",42
"mrpc","CSq","edge",50,"all","M3","Other",42
"mrpc","CSq","edge",50,"all","M4","Other",41
"mrpc","CSq","edge",50,"all","M0","Failed",0
"mrpc","CSq","edge",50,"all","M1","Failed",0
"mrpc","CSq","edge",50,"all","M2","Failed",0
"mrpc","CSq","edge",50,"all","M3","Failed",0
"mrpc","CSq","edge",50,"all","M4","Failed",0
"mrpc","CSq","model",50,"small","M0","M0",0
"mrpc","CSq","model",50,"small","M1","M0",0
"mrpc","CSq","model",50,"small","M2","M0",0
"mrpc","CSq","model",50,"small","M3","M0",0
"mrpc","CSq","model",50,"small","M4","M0",2
"mrpc","CSq","model",50,"small","M0","M1",0
"mrpc","CSq","model",50,"small","M1","M1",0
"mrpc","CSq","model",50,"small","M2","M1",0
"mrpc","CSq","model",50,"small","M3","M1",0
"mrpc","CSq","model",50,"small","M4","M1",0
"mrpc","CSq","model",50,"small","M0","M2",0
"mrpc","CSq","model",50,"small","M1","M2",0
"mrpc","CSq","model",50,"small","M2","M2",0
"mrpc","CSq","model",50,"small","M3","M2",0
"mrpc","CSq","model",50,"small","M4","M2",0
"mrpc","CSq","model",50,"small","M0","M3",0
"mrpc","CSq","model",50,"small","M1","M3",0
"mrpc","CSq","model",50,"small","M2","M3",0
"mrpc","CSq","model",50,"small","M3","M3",0
"mrpc","CSq","model",50,"small","M4","M3",0
"mrpc","CSq","model",50,"small","M0","M4",0
"mrpc","CSq","model",50,"small","M1","M4",0
"mrpc","CSq","model",50,"small","M2","M4",0
"mrpc","CSq","model",50,"small","M3","M4",0
"mrpc","CSq","model",50,"small","M4","M4",0
"mrpc","CSq","model",50,"small","M0","Other",20
"mrpc","CSq","model",50,"small","M1","Other",20
"mrpc","CSq","model",50,"small","M2","Other",20
"mrpc","CSq","model",50,"small","M3","Other",20
"mrpc","CSq","model",50,"small","M4","Other",18
"mrpc","CSq","model",50,"small","M0","Failed",0
"mrpc","CSq","model",50,"small","M1","Failed",0
"mrpc","CSq","model",50,"small","M2","Failed",0
"mrpc","CSq","model",50,"small","M3","Failed",0
"mrpc","CSq","model",50,"small","M4","Failed",0
"mrpc","CSq","edge",50,"small","M0","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",50,"small","M1","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",50,"small","M2","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",50,"small","M3","T1 - T2 Edge Absent",0
"mrpc","CSq","edge",50,"small","M4","T1 - T2 Edge Absent",2
"mrpc","CSq","edge",50,"small","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"small","M1","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"small","M2","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"small","M3","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"small","M4","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"small","M0","Other",20
"mrpc","CSq","edge",50,"small","M1","Other",20
"mrpc","CSq","edge",50,"small","M2","Other",20
"mrpc","CSq","edge",50,"small","M3","Other",20
"mrpc","CSq","edge",50,"small","M4","Other",18
"mrpc","CSq","edge",50,"small","M0","Failed",0
"mrpc","CSq","edge",50,"small","M1","Failed",0
"mrpc","CSq","edge",50,"small","M2","Failed",0
"mrpc","CSq","edge",50,"small","M3","Failed",0
"mrpc","CSq","edge",50,"small","M4","Failed",0
"mrpc","CSq","model",50,"medium","M0","M0",2
"mrpc","CSq","model",50,"medium","M1","M0",3
"mrpc","CSq","model",50,"medium","M2","M0",3
"mrpc","CSq","model",50,"medium","M3","M0",4
"mrpc","CSq","model",50,"medium","M4","M0",2
"mrpc","CSq","model",50,"medium","M0","M1",0
"mrpc","CSq","model",50,"medium","M1","M1",2
"mrpc","CSq","model",50,"medium","M2","M1",4
"mrpc","CSq","model",50,"medium","M3","M1",0
"mrpc","CSq","model",50,"medium","M4","M1",2
"mrpc","CSq","model",50,"medium","M0","M2",0
"mrpc","CSq","model",50,"medium","M1","M2",0
"mrpc","CSq","model",50,"medium","M2","M2",0
"mrpc","CSq","model",50,"medium","M3","M2",0
"mrpc","CSq","model",50,"medium","M4","M2",0
"mrpc","CSq","model",50,"medium","M0","M3",0
"mrpc","CSq","model",50,"medium","M1","M3",0
"mrpc","CSq","model",50,"medium","M2","M3",0
"mrpc","CSq","model",50,"medium","M3","M3",1
"mrpc","CSq","model",50,"medium","M4","M3",0
"mrpc","CSq","model",50,"medium","M0","M4",0
"mrpc","CSq","model",50,"medium","M1","M4",0
"mrpc","CSq","model",50,"medium","M2","M4",0
"mrpc","CSq","model",50,"medium","M3","M4",0
"mrpc","CSq","model",50,"medium","M4","M4",0
"mrpc","CSq","model",50,"medium","M0","Other",18
"mrpc","CSq","model",50,"medium","M1","Other",15
"mrpc","CSq","model",50,"medium","M2","Other",13
"mrpc","CSq","model",50,"medium","M3","Other",15
"mrpc","CSq","model",50,"medium","M4","Other",16
"mrpc","CSq","model",50,"medium","M0","Failed",0
"mrpc","CSq","model",50,"medium","M1","Failed",0
"mrpc","CSq","model",50,"medium","M2","Failed",0
"mrpc","CSq","model",50,"medium","M3","Failed",0
"mrpc","CSq","model",50,"medium","M4","Failed",0
"mrpc","CSq","edge",50,"medium","M0","T1 - T2 Edge Absent",2
"mrpc","CSq","edge",50,"medium","M1","T1 - T2 Edge Absent",3
"mrpc","CSq","edge",50,"medium","M2","T1 - T2 Edge Absent",3
"mrpc","CSq","edge",50,"medium","M3","T1 - T2 Edge Absent",5
"mrpc","CSq","edge",50,"medium","M4","T1 - T2 Edge Absent",2
"mrpc","CSq","edge",50,"medium","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"medium","M1","T1 - T2 Edge Present",2
"mrpc","CSq","edge",50,"medium","M2","T1 - T2 Edge Present",4
"mrpc","CSq","edge",50,"medium","M3","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"medium","M4","T1 - T2 Edge Present",2
"mrpc","CSq","edge",50,"medium","M0","Other",18
"mrpc","CSq","edge",50,"medium","M1","Other",15
"mrpc","CSq","edge",50,"medium","M2","Other",13
"mrpc","CSq","edge",50,"medium","M3","Other",15
"mrpc","CSq","edge",50,"medium","M4","Other",16
"mrpc","CSq","edge",50,"medium","M0","Failed",0
"mrpc","CSq","edge",50,"medium","M1","Failed",0
"mrpc","CSq","edge",50,"medium","M2","Failed",0
"mrpc","CSq","edge",50,"medium","M3","Failed",0
"mrpc","CSq","edge",50,"medium","M4","Failed",0
"mrpc","CSq","model",50,"large","M0","M0",12
"mrpc","CSq","model",50,"large","M1","M0",1
"mrpc","CSq","model",50,"large","M2","M0",4
"mrpc","CSq","model",50,"large","M3","M0",4
"mrpc","CSq","model",50,"large","M4","M0",2
"mrpc","CSq","model",50,"large","M0","M1",0
"mrpc","CSq","model",50,"large","M1","M1",11
"mrpc","CSq","model",50,"large","M2","M1",1
"mrpc","CSq","model",50,"large","M3","M1",0
"mrpc","CSq","model",50,"large","M4","M1",10
"mrpc","CSq","model",50,"large","M0","M2",0
"mrpc","CSq","model",50,"large","M1","M2",0
"mrpc","CSq","model",50,"large","M2","M2",6
"mrpc","CSq","model",50,"large","M3","M2",0
"mrpc","CSq","model",50,"large","M4","M2",1
"mrpc","CSq","model",50,"large","M0","M3",0
"mrpc","CSq","model",50,"large","M1","M3",0
"mrpc","CSq","model",50,"large","M2","M3",0
"mrpc","CSq","model",50,"large","M3","M3",9
"mrpc","CSq","model",50,"large","M4","M3",0
"mrpc","CSq","model",50,"large","M0","M4",0
"mrpc","CSq","model",50,"large","M1","M4",0
"mrpc","CSq","model",50,"large","M2","M4",0
"mrpc","CSq","model",50,"large","M3","M4",0
"mrpc","CSq","model",50,"large","M4","M4",0
"mrpc","CSq","model",50,"large","M0","Other",8
"mrpc","CSq","model",50,"large","M1","Other",8
"mrpc","CSq","model",50,"large","M2","Other",9
"mrpc","CSq","model",50,"large","M3","Other",7
"mrpc","CSq","model",50,"large","M4","Other",7
"mrpc","CSq","model",50,"large","M0","Failed",0
"mrpc","CSq","model",50,"large","M1","Failed",0
"mrpc","CSq","model",50,"large","M2","Failed",0
"mrpc","CSq","model",50,"large","M3","Failed",0
"mrpc","CSq","model",50,"large","M4","Failed",0
"mrpc","CSq","edge",50,"large","M0","T1 - T2 Edge Absent",12
"mrpc","CSq","edge",50,"large","M1","T1 - T2 Edge Absent",1
"mrpc","CSq","edge",50,"large","M2","T1 - T2 Edge Absent",4
"mrpc","CSq","edge",50,"large","M3","T1 - T2 Edge Absent",13
"mrpc","CSq","edge",50,"large","M4","T1 - T2 Edge Absent",2
"mrpc","CSq","edge",50,"large","M0","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"large","M1","T1 - T2 Edge Present",11
"mrpc","CSq","edge",50,"large","M2","T1 - T2 Edge Present",7
"mrpc","CSq","edge",50,"large","M3","T1 - T2 Edge Present",0
"mrpc","CSq","edge",50,"large","M4","T1 - T2 Edge Present",11
"mrpc","CSq","edge",50,"large","M0","Other",8
"mrpc","CSq","edge",50,"large","M1","Other",8
"mrpc","CSq","edge",50,"large","M2","Other",9
"mrpc","CSq","edge",50,"large","M3","Other",7
"mrpc","CSq","edge",50,"large","M4","Other",7
"mrpc","CSq","edge",50,"large","M0","Failed",0
"mrpc","CSq","edge",50,"large","M1","Failed",0
"mrpc","CSq","edge",50,"large","M2","Failed",0
"mrpc","CSq","edge",50,"large","M3","Failed",0
"mrpc","CSq","edge",50,"large","M4","Failed",0
"mrpc","CSq","model",150,"all","M0","M0",36
"mrpc","CSq","model",150,"all","M1","M0",4
"mrpc","CSq","model",150,"all","M2","M0",5
"mrpc","CSq","model",150,"all","M3","M0",6
"mrpc","CSq","model",150,"all","M4","M0",2
"mrpc","CSq","model",150,"all","M0","M1",0
"mrpc","CSq","model",150,"all","M1","M1",16
"mrpc","CSq","model",150,"all","M2","M1",0
"mrpc","CSq","model",150,"all","M3","M1",0
"mrpc","CSq","model",150,"all","M4","M1",21
"mrpc","CSq","model",150,"all","M0","M2",0
"mrpc","CSq","model",150,"all","M1","M2",5
"mrpc","CSq","model",150,"all","M2","M2",18
"mrpc","CSq","model",150,"all","M3","M2",0
"mrpc","CSq","model",150,"all","M4","M2",6
"mrpc","CSq","model",150,"all","M0","M3",0
"mrpc","CSq","model",150,"all","M1","M3",0
"mrpc","CSq","model",150,"all","M2","M3",0
"mrpc","CSq","model",150,"all","M3","M3",29
"mrpc","CSq","model",150,"all","M4","M3",3
"mrpc","CSq","model",150,"all","M0","M4",0
"mrpc","CSq","model",150,"all","M1","M4",0
"mrpc","CSq","model",150,"all","M2","M4",0
"mrpc","CSq","model",150,"all","M3","M4",3
"mrpc","CSq","model",150,"all","M4","M4",8
"mrpc","CSq","model",150,"all","M0","Other",24
"mrpc","CSq","model",150,"all","M1","Other",35
"mrpc","CSq","model",150,"all","M2","Other",37
"mrpc","CSq","model",150,"all","M3","Other",22
"mrpc","CSq","model",150,"all","M4","Other",20
"mrpc","CSq","model",150,"all","M0","Failed",0
"mrpc","CSq","model",150,"all","M1","Failed",0
